,Jisoo,Jennie,Rose,Lisa
6912,62.0,0.0,0.0,0.0
6913,52.0,0.0,0.0,0.0
6914,312.6,116.0,0.0,157.0
6915,201.9,0.0,0.0,0.0
6916,52.0,0.0,0.0,0.0
6917,52.0,0.0,0.0,0.0
6918,62.0,0.0,0.0,0.0
6919,114.6,0.0,0.0,0.0
6920,94.6,0.0,0.0,0.0
6921,73.3,0.0,0.0,0.0
6922,118.0,0.0,0.0,0.0
6923,52.0,0.0,0.0,0.0
6924,73.3,0.0,0.0,0.0
6925,160.6,0.0,0.0,0.0
6926,52.0,0.0,0.0,0.0
6927,52.0,0.0,0.0,0.0
6928,139.3,0.0,0.0,0.0
6929,52.0,0.0,0.0,0.0
6930,118.0,0.0,0.0,0.0
6931,160.6,0.0,0.0,0.0
6932,57.0,2.0,0.0,0.0
6933,52.0,0.0,0.0,0.0
6934,52.0,0.0,0.0,0.0
6935,52.0,0.0,0.0,0.0
6936,118.0,0.0,0.0,0.0
6937,139.3,0.0,0.0,0.0
6938,52.0,0.0,0.0,0.0
6939,118.0,0.0,0.0,0.0
6940,138.0,0.0,0.0,0.0
6941,82.0,0.0,0.0,0.0
6942,52.0,0.0,0.0,0.0
6943,137.2,0.0,0.0,0.0
6944,52.0,0.0,0.0,0.0
6945,118.0,0.0,0.0,0.0
6946,164.3,0.0,0.0,68.0
6947,181.9,0.0,0.0,460.1
6948,72.0,0.0,0.0,0.0
6949,184.0,116.0,0.0,0.0
6950,139.3,0.0,0.0,0.0
6951,52.0,0.0,0.0,0.0
6952,316.0,0.0,0.0,0.0
6953,228.3,0.0,0.0,0.0
6954,224.2,0.0,0.0,287.8
6955,270.0,0.0,0.0,0.0
6956,351.0,0.0,0.0,0.0
6957,336.0,0.0,0.0,287.8
6958,118.0,0.0,0.0,157.0
6959,170.6,0.0,0.0,0.0
6960,138.0,0.0,0.0,0.0
6961,179.3,0.0,0.0,0.0
6962,437.5,0.0,0.0,0.0
6963,180.6,0.0,0.0,0.0
6964,117.0,0.0,0.0,0.0
6965,61.0,0.0,0.0,0.0
6966,116.0,0.0,0.0,0.0
6967,136.0,0.0,0.0,0.0
6968,136.0,0.0,0.0,0.0
6969,50.0,0.0,0.0,0.0
6970,50.0,0.0,0.0,0.0
6971,50.0,0.0,0.0,0.0
6972,136.0,0.0,0.0,0.0
6973,52.0,0.0,0.0,0.0
6974,44.0,0.0,0.0,0.0
6975,93.3,0.0,0.0,0.0
6976,109.3,0.0,0.0,0.0
6977,40.0,0.0,0.0,0.0
6978,106.0,0.0,0.0,0.0
6979,61.3,0.0,0.0,0.0
6980,106.0,1.0,2.11,169.0
6981,40.0,0.0,0.0,0.0
6982,40.0,0.0,0.0,0.0
6983,40.0,0.0,0.0,0.0
6984,40.0,0.0,0.0,0.0
6985,189.9,0.0,0.0,0.0
6986,107.0,0.0,0.0,157.0
6987,57.0,0.0,0.0,0.0
6988,128.0,0.0,0.0,0.0
6989,66.3,0.0,0.0,0.0
6990,76.6,0.0,0.0,0.0
6991,34.0,0.0,0.0,0.0
6992,120.3,0.0,0.0,0.0
6993,32.0,0.0,0.0,0.0
6994,32.0,0.0,0.0,0.0
6995,31.0,0.0,0.0,0.0
6996,96.0,0.0,0.0,0.0
6997,96.0,0.0,0.0,157.0
6998,30.0,0.0,0.0,0.0
6999,30.0,0.0,0.0,0.0
7000,30.0,0.0,0.0,0.0
7001,61.3,0.0,0.0,0.0
7002,30.0,0.0,0.0,0.0
7003,30.0,0.0,0.0,0.0
7004,153.3,0.0,0.0,0.0
7005,27.0,0.0,0.0,0.0
7006,27.0,0.0,0.0,0.0
7007,27.0,0.0,0.0,0.0
7008,27.0,0.0,0.0,0.0
7009,45.0,0.0,0.0,0.0
7010,25.0,0.0,0.0,0.0
7011,112.3,0.0,0.0,0.0
7012,111.0,0.0,0.0,0.0
7013,471.5,0.0,0.0,1841.8
7014,25.0,35.0,6.33,0.0
7015,30.0,0.0,0.0,0.0
7016,24.0,0.0,0.0,206.0
7017,90.0,0.0,0.0,0.0
7018,33.0,0.0,0.0,0.0
7019,152.9,0.0,0.0,0.0
7020,32.0,0.0,0.0,0.0
7021,22.0,0.0,0.0,0.0
7022,109.3,0.0,0.0,0.0
7023,21.0,0.0,0.0,12.0
7024,21.0,0.0,0.0,0.0
7025,21.0,0.0,0.0,0.0
7026,128.6,0.0,0.0,0.0
7027,60.0,0.0,0.0,0.0
7028,71.3,0.0,0.0,0.0
7029,20.0,0.0,0.0,0.0
7030,20.0,108.0,10.55,187.0
7031,20.0,0.0,0.0,0.0
7032,20.0,0.0,0.0,0.0
7033,23.0,50.0,42.2,160.0
7034,41.3,0.0,0.0,0.0
7035,86.0,0.0,0.0,0.0
7036,20.0,0.0,0.0,0.0
7037,20.0,0.0,0.0,0.0
7038,24.0,0.0,0.0,0.0
7039,20.0,0.0,0.0,0.0
7040,20.0,0.0,0.0,0.0
7041,96.0,0.0,21.1,0.0
7042,86.0,0.0,0.0,0.0
7043,30.0,0.0,0.0,0.0
7044,20.0,0.0,0.0,0.0
7045,20.0,0.0,0.0,0.0
7046,20.0,0.0,0.0,0.0
7047,40.0,0.0,0.0,0.0
7048,30.0,0.0,0.0,0.0
7049,20.0,0.0,0.0,0.0
7050,257.2,0.0,0.0,0.0
7051,18.0,0.0,0.0,0.0
7052,49.3,0.0,0.0,0.0
7053,125.3,0.0,0.0,157.0
7054,33.0,0.0,0.0,0.0
7055,37.0,0.0,0.0,0.0
7056,106.0,0.0,0.0,0.0
7057,17.0,0.0,0.0,0.0
7058,16.0,0.0,0.0,0.0
7059,78.9,0.0,0.0,0.0
7060,81.0,0.0,0.0,0.0
7061,17.0,8.0,0.0,0.0
7062,164.6,0.0,0.0,0.0
7063,36.3,0.0,0.0,0.0
7064,15.0,0.0,0.0,32.0
7065,25.0,0.0,0.0,0.0
7066,15.0,0.0,0.0,0.0
7067,15.0,0.0,0.0,0.0
7068,81.0,0.0,0.0,0.0
7069,15.0,0.0,0.0,0.0
7070,20.0,0.0,0.0,0.0
7071,83.3,0.0,0.0,0.0
7072,15.0,0.0,8.44,10.0
7073,35.0,10.0,2.11,157.0
7074,15.0,0.0,0.0,0.0
7075,15.0,0.0,0.0,25.0
7076,15.0,858.0,0.0,157.0
7077,143.9,0.0,0.0,0.0
7078,14.0,0.0,0.0,0.0
7079,80.0,0.0,0.0,0.0
7080,35.3,0.0,0.0,0.0
7081,17.0,0.0,0.0,0.0
7082,28.0,0.0,0.0,0.0
7083,33.0,0.0,0.0,0.0
7084,13.0,0.0,0.0,0.0
7085,118.2,0.0,0.0,0.0
7086,13.0,0.0,0.0,0.0
7087,13.0,0.0,0.0,0.0
7088,79.0,0.0,0.0,0.0
7089,13.0,0.0,0.0,0.0
7090,23.0,4.0,0.0,0.0
7091,33.0,0.0,0.0,0.0
7092,13.0,0.0,0.0,0.0
7093,23.0,0.0,0.0,0.0
7094,22.0,0.0,0.0,0.0
7095,12.0,0.0,0.0,0.0
7096,12.0,76.0,0.0,0.0
7097,22.0,0.0,0.0,0.0
7098,12.0,0.0,0.0,0.0
7099,12.0,0.0,0.0,0.0
7100,78.0,0.0,0.0,0.0
7101,11.0,0.0,0.0,0.0
7102,11.0,0.0,0.0,0.0
7103,11.0,0.0,0.0,0.0
7104,11.0,0.0,0.0,0.0
7105,77.0,0.0,0.0,0.0
7106,21.0,0.0,0.0,0.0
7107,111.6,0.0,0.0,0.0
7108,11.0,0.0,0.0,0.0
7109,11.0,0.0,0.0,0.0
7110,11.0,0.0,0.0,0.0
7111,11.0,0.0,0.0,0.0
7112,10.0,65.0,0.0,0.0
7113,31.3,0.0,0.0,0.0
7114,16.0,0.0,0.0,0.0
7115,10.0,30.0,10.55,157.0
7116,10.0,0.0,0.0,0.0
7117,10.0,0.0,0.0,0.0
7118,32.0,0.0,0.0,0.0
7119,41.3,0.0,0.0,0.0
7120,97.3,0.0,0.0,0.0
7121,10.0,24.0,21.1,64.0
7122,30.0,0.0,0.0,0.0
7123,10.0,0.0,0.0,0.0
7124,10.0,0.0,0.0,0.0
7125,10.0,0.0,0.0,0.0
7126,20.0,0.0,0.0,0.0
7127,43.0,0.0,0.0,0.0
7128,52.6,0.0,0.0,0.0
7129,10.0,0.0,0.0,0.0
7130,10.0,0.0,0.0,0.0
7131,10.0,0.0,0.0,0.0
7132,10.0,0.0,0.0,0.0
7133,10.0,0.0,0.0,0.0
7134,10.0,0.0,0.0,0.0
7135,10.0,5.0,0.0,2.0
7136,20.0,0.0,0.0,15.0
7137,10.0,0.0,0.0,0.0
7138,10.0,0.0,0.0,1.0
7139,10.0,0.0,0.0,0.0
7140,10.0,0.0,0.0,0.0
7141,10.0,0.0,0.0,0.0
7142,30.0,0.0,0.0,0.0
7143,10.0,0.0,0.0,0.0
7144,10.0,0.0,0.0,0.0
7145,10.0,0.0,0.0,0.0
7146,10.0,0.0,0.0,0.0
7147,10.0,0.0,0.0,0.0
7148,10.0,0.0,0.0,0.0
7149,10.0,0.0,0.0,0.0
7150,10.0,0.0,0.0,0.0
7151,10.0,0.0,0.0,0.0
7152,31.3,0.0,0.0,0.0
7153,118.6,0.0,0.0,0.0
7154,10.0,0.0,0.0,0.0
7155,10.0,0.0,0.0,1.0
7156,10.0,10.0,0.0,1.0
7157,10.0,0.0,0.0,0.0
7158,20.0,0.0,0.0,0.0
7159,10.0,0.0,0.0,0.0
7160,10.0,0.0,0.0,0.0
7161,10.0,5.0,16.88,0.0
7162,10.0,0.0,0.0,5.0
7163,10.0,0.0,0.0,0.0
7164,11.0,0.0,0.0,0.0
7165,117.3,0.0,0.0,0.0
7166,76.0,0.0,0.0,0.0
7167,10.0,0.0,0.0,0.0
7168,11.0,0.0,0.0,0.0
7169,10.0,0.0,0.0,0.0
7170,10.0,0.0,0.0,0.0
7171,40.0,0.0,0.0,0.0
7172,10.0,0.0,0.0,0.0
7173,97.3,0.0,0.0,0.0
7174,10.0,0.0,0.0,0.0
7175,11.0,0.0,0.0,0.0
7176,76.0,0.0,0.0,0.0
7177,10.0,0.0,0.0,0.0
7178,10.0,0.0,0.0,10.0
7179,76.0,0.0,10.55,189.0
7180,20.0,0.0,0.0,0.0
7181,63.0,0.0,0.0,0.0
7182,10.0,0.0,0.0,0.0
7183,118.6,0.0,0.0,0.0
7184,106.0,0.0,0.0,0.0
7185,10.0,10.0,0.0,0.0
7186,10.0,0.0,0.0,0.0
7187,40.0,0.0,0.0,0.0
7188,10.0,0.0,0.0,0.0
7189,10.0,0.0,0.0,0.0
7190,15.0,0.0,0.0,0.0
7191,250.6,0.0,0.0,0.0
7192,10.0,0.0,0.0,0.0
7193,10.0,0.0,0.0,0.0
7194,10.0,0.0,0.0,10.0
7195,10.0,0.0,0.0,0.0
7196,10.0,5.0,0.0,5.0
7197,10.0,0.0,0.0,0.0
7198,10.0,0.0,1.0,0.0
7199,10.0,0.0,0.0,0.0
7200,10.0,0.0,10.55,0.0
7201,10.0,0.0,0.0,0.0
7202,31.3,0.0,0.0,0.0
7203,10.0,0.0,0.0,0.0
7204,159.9,0.0,0.0,0.0
7205,10.0,0.0,4.22,21.0
7206,10.0,0.0,0.0,0.0
7207,10.0,0.0,0.0,0.0
7208,10.0,0.0,0.0,0.0
7209,77.0,0.0,6.33,13.0
7210,10.0,0.0,0.0,0.0
7211,21.0,0.0,0.0,189.7
7212,11.0,0.0,0.0,5.0
7213,160.9,148.0,0.0,130.8
7214,96.0,0.0,0.0,32.7
7215,86.0,0.0,0.0,0.0
7216,10.0,0.0,0.0,0.0
7217,20.0,0.0,0.0,0.0
7218,40.0,0.0,0.0,0.0
7219,10.0,0.0,0.0,0.0
7220,10.0,0.0,0.0,0.0
7221,139.6,0.0,0.0,2.0
7222,9.0,0.0,0.0,3.0
7223,9.0,0.0,0.0,0.0
7224,9.0,0.0,0.0,0.0
7225,12.0,0.0,0.0,0.0
7226,29.0,0.0,0.0,0.0
7227,60.3,0.0,0.0,157.0
7228,39.0,0.0,0.0,0.0
7229,9.0,0.0,0.0,0.0
7230,9.0,0.0,0.0,0.0
7231,75.0,0.0,0.0,0.0
7232,9.0,0.0,0.0,0.0
7233,75.0,0.0,0.0,0.0
7234,137.6,0.0,0.0,0.0
7235,8.0,0.0,0.0,0.0
7236,115.3,142.0,0.0,32.0
7237,13.0,0.0,0.0,0.0
7238,8.0,0.0,0.0,0.0
7239,23.0,0.0,0.0,0.0
7240,49.3,0.0,0.0,157.0
7241,74.0,0.0,0.0,0.0
7242,8.0,0.0,0.0,0.0
7243,28.0,0.0,0.0,0.0
7244,8.0,0.0,4.22,3.0
7245,8.0,0.0,0.0,0.0
7246,14.0,6.0,0.0,5.0
7247,18.0,0.0,0.0,0.0
7248,8.0,26.0,0.0,0.0
7249,74.0,0.0,0.0,0.0
7250,18.0,0.0,0.0,0.0
7251,11.0,0.0,0.0,3.0
7252,8.0,0.0,0.0,0.0
7253,8.0,0.0,0.0,0.0
7254,74.0,0.0,0.0,0.0
7255,8.0,0.0,0.0,0.0
7256,8.0,0.0,0.0,0.0
7257,8.0,0.0,0.0,0.0
7258,18.0,0.0,0.0,0.0
7259,94.3,0.0,0.0,0.0
7260,7.0,0.0,0.0,0.0
7261,28.3,10.0,8.44,33.0
7262,7.0,0.0,0.0,0.0
7263,27.0,0.0,0.0,167.0
7264,7.0,20.0,0.0,0.0
7265,12.0,0.0,0.0,0.0
7266,76.0,0.0,0.0,0.0
7267,7.0,0.0,0.0,0.0
7268,7.0,0.0,0.0,0.0
7269,69.6,0.0,0.0,0.0
7270,8.0,0.0,0.0,0.0
7271,7.0,1.0,0.0,1.0
7272,19.0,0.0,0.0,0.0
7273,6.0,0.0,0.0,0.0
7274,6.0,0.0,0.0,0.0
7275,6.0,0.0,0.0,0.0
7276,6.0,0.0,0.0,0.0
7277,6.0,8.0,10.55,32.0
7278,6.0,0.0,0.0,0.0
7279,6.0,2.0,2.11,2.0
7280,85.3,0.0,0.0,0.0
7281,11.0,0.0,0.0,0.0
7282,76.0,0.0,0.0,158.0
7283,11.0,0.0,0.0,0.0
7284,6.0,6.0,0.0,0.0
7285,6.0,0.0,0.0,0.0
7286,6.0,15.0,14.77,0.0
7287,6.0,0.0,0.0,0.0
7288,6.0,0.0,0.0,0.0
7289,27.3,0.0,0.0,0.0
7290,17.0,0.0,0.0,0.0
7291,6.0,0.0,0.0,0.0
7292,6.0,0.0,0.0,0.0
7293,9.0,0.0,0.0,0.0
7294,6.0,0.0,0.0,0.0
7295,6.0,0.0,0.0,0.0
7296,6.0,0.0,0.0,0.0
7297,6.0,0.0,0.0,0.0
7298,11.0,0.0,0.0,0.0
7299,6.0,0.0,0.0,1.0
7300,6.0,0.0,0.0,0.0
7301,6.0,0.0,0.0,5.0
7302,6.0,0.0,0.0,0.0
7303,113.3,0.0,0.0,0.0
7304,6.0,0.0,0.0,0.0
7305,114.6,0.0,0.0,0.0
7306,6.0,0.0,0.0,0.0
7307,6.0,25.0,0.0,0.0
7308,5.0,0.0,0.0,0.0
7309,90.2,0.0,0.0,0.0
7310,5.0,0.0,0.0,0.0
7311,5.0,0.0,0.0,0.0
7312,5.0,0.0,0.0,0.0
7313,5.0,2.0,2.11,2.0
7314,5.0,0.0,0.0,0.0
7315,5.0,0.0,0.0,0.0
7316,5.0,0.0,0.0,0.0
7317,5.0,0.0,0.0,0.0
7318,5.0,1.0,0.0,2.0
7319,5.0,0.0,0.0,0.0
7320,5.0,0.0,0.0,0.0
7321,5.0,0.0,0.0,0.0
7322,5.0,5.0,10.55,5.0
7323,5.0,0.0,0.0,3.0
7324,6.0,0.0,0.0,0.0
7325,6.0,0.0,0.0,0.0
7326,5.0,0.0,0.0,0.0
7327,5.0,0.0,0.0,0.0
7328,5.0,0.0,0.0,0.0
7329,5.0,0.0,0.0,0.0
7330,26.3,0.0,0.0,0.0
7331,5.0,1.0,0.0,5.0
7332,5.0,1.0,0.0,1.0
7333,5.0,0.0,0.0,0.0
7334,5.0,0.0,0.0,0.0
7335,8.0,0.0,0.0,0.0
7336,5.0,0.0,0.0,0.0
7337,5.0,0.0,0.0,0.0
7338,5.0,5.0,0.0,9.0
7339,5.0,301.0,0.0,0.0
7340,5.0,0.0,0.0,0.0
7341,5.0,0.0,0.0,0.0
7342,5.0,0.0,0.0,0.0
7343,5.0,0.0,0.0,0.0
7344,5.0,0.0,0.0,0.0
7345,5.0,0.0,0.0,0.0
7346,56.3,0.0,0.0,0.0
7347,9.0,0.0,0.0,0.0
7348,5.0,0.0,0.0,0.0
7349,5.0,0.0,0.0,0.0
7350,17.0,0.0,0.0,0.0
7351,5.0,0.0,0.0,0.0
7352,45.0,0.0,0.0,0.0
7353,8.0,0.0,0.0,0.0
7354,36.3,0.0,0.0,0.0
7355,6.0,0.0,0.0,0.0
7356,5.0,0.0,0.0,0.0
7357,5.0,0.0,0.0,0.0
7358,15.0,5.0,4.22,5.0
7359,92.3,0.0,0.0,0.0
7360,5.0,0.0,0.0,0.0
7361,10.0,5.0,0.0,0.0
7362,5.0,0.0,0.0,32.0
7363,5.0,20.0,29.54,10.0
7364,5.0,0.0,0.0,0.0
7365,5.0,0.0,0.0,0.0
7366,5.0,0.0,0.0,0.0
7367,26.0,1.0,0.0,0.0
7368,5.0,0.0,0.0,0.0
7369,70.9,0.0,0.0,0.0
7370,5.0,5.0,0.0,5.0
7371,5.0,0.0,0.0,0.0
7372,5.0,0.0,0.0,0.0
7373,5.0,0.0,0.0,0.0
7374,5.0,0.0,0.0,0.0
7375,6.0,0.0,0.0,10.0
7376,6.0,1.0,2.11,3.0
7377,5.0,0.0,0.0,0.0
7378,6.0,0.0,0.0,0.0
7379,5.0,0.0,0.0,0.0
7380,5.0,0.0,0.0,0.0
7381,5.0,0.0,0.0,0.0
7382,5.0,0.0,0.0,0.0
7383,5.0,0.0,0.0,0.0
7384,148.3,0.0,0.0,0.0
7385,5.0,0.0,4.22,5.0
7386,5.0,0.0,0.0,0.0
7387,5.0,0.0,0.0,0.0
7388,67.6,0.0,0.0,0.0
7389,5.0,0.0,0.0,0.0
7390,5.0,0.0,0.0,0.0
7391,5.0,0.0,2.11,0.0
7392,6.0,0.0,0.0,0.0
7393,5.0,10.0,73.1,5.0
7394,5.0,0.0,0.0,0.0
7395,25.0,0.0,0.0,0.0
7396,5.0,0.0,0.0,0.0
7397,5.0,0.0,0.0,0.0
7398,9.0,0.0,0.0,0.0
7399,71.0,0.0,0.0,0.0
7400,5.0,0.0,0.0,0.0
7401,26.3,0.0,0.0,0.0
7402,5.0,0.0,0.0,0.0
7403,5.0,5.0,0.0,0.0
7404,5.0,0.0,0.0,0.0
7405,8.0,0.0,0.0,0.0
7406,26.3,0.0,0.0,0.0
7407,71.0,0.0,0.0,5.0
7408,5.0,0.0,0.0,0.0
7409,5.0,0.0,0.0,0.0
7410,71.0,0.0,0.0,0.0
7411,5.0,0.0,0.0,0.0
7412,5.0,0.0,0.0,0.0
7413,17.0,0.0,1.0,5.0
7414,5.0,0.0,0.0,0.0
7415,5.0,0.0,0.0,0.0
7416,5.0,5.0,0.0,0.0
7417,5.0,0.0,0.0,0.0
7418,5.0,0.0,0.0,0.0
7419,26.0,2.0,0.0,0.0
7420,6.0,5.0,0.0,0.0
7421,5.0,0.0,0.0,0.0
7422,5.0,0.0,0.0,0.0
7423,5.0,0.0,0.0,0.0
7424,5.0,5.0,2.11,5.0
7425,5.0,0.0,0.0,5.0
7426,5.0,0.0,0.0,0.0
7427,15.0,0.0,0.0,0.0
7428,5.0,0.0,0.0,0.0
7429,5.0,0.0,0.0,0.0
7430,8.0,0.0,0.0,0.0
7431,5.0,0.0,0.0,0.0
7432,5.0,0.0,0.0,0.0
7433,5.0,0.0,0.0,0.0
7434,71.0,0.0,0.0,0.0
7435,58.6,0.0,0.0,0.0
7436,25.0,0.0,0.0,0.0
7437,5.0,0.0,0.0,0.0
7438,5.0,0.0,0.0,10.0
7439,56.3,0.0,0.0,57.0
7440,15.0,0.0,0.0,0.0
7441,5.0,0.0,0.0,0.0
7442,26.3,0.0,0.0,0.0
7443,6.0,0.0,0.0,1.0
7444,5.0,0.0,0.0,0.0
7445,92.3,0.0,0.0,0.0
7446,5.0,0.0,0.0,0.0
7447,5.0,0.0,0.0,0.0
7448,71.0,5.0,0.0,157.0
7449,5.0,8.0,0.0,0.0
7450,5.0,0.0,0.0,0.0
7451,6.0,5.0,0.0,0.0
7452,10.0,0.0,0.0,0.0
7453,10.0,0.0,0.0,0.0
7454,5.0,0.0,0.0,0.0
7455,5.0,0.0,0.0,5.0
7456,17.0,0.0,0.0,0.0
7457,5.0,16.0,0.0,5.0
7458,71.0,0.0,0.0,0.0
7459,15.0,0.0,0.0,0.0
7460,5.0,0.0,0.0,0.0
7461,5.0,0.0,0.0,32.0
7462,5.0,0.0,0.0,0.0
7463,14.0,0.0,0.0,0.0
7464,76.6,497.2,0.0,1.0
7465,4.0,0.0,0.0,0.0
7466,4.0,0.0,0.0,0.0
7467,4.0,0.0,0.0,32.0
7468,4.0,0.0,0.0,0.0
7469,8.0,0.0,0.0,0.0
7470,4.0,0.0,0.0,0.0
7471,4.0,0.0,0.0,0.0
7472,4.0,0.0,0.0,0.0
7473,5.0,0.0,0.0,0.0
7474,4.0,0.0,2.11,0.0
7475,4.0,0.0,0.0,0.0
7476,4.0,0.0,0.0,0.0
7477,6.0,0.0,2.11,2.0
7478,4.0,0.0,4.22,36.0
7479,14.0,0.0,0.0,0.0
7480,4.0,0.0,0.0,0.0
7481,4.0,0.0,0.0,0.0
7482,8.0,0.0,0.0,0.0
7483,9.0,0.0,0.0,0.0
7484,4.0,0.0,0.0,0.0
7485,4.0,23.0,0.0,4.0
7486,4.0,0.0,0.0,4.0
7487,4.0,0.0,0.0,4.0
7488,4.0,0.0,0.0,0.0
7489,4.0,0.0,0.0,0.0
7490,4.0,0.0,0.0,0.0
7491,4.0,0.0,0.0,0.0
7492,4.0,0.0,0.0,0.0
7493,4.0,0.0,0.0,0.0
7494,14.0,0.0,0.0,33.0
7495,4.0,0.0,0.0,0.0
7496,4.0,0.0,0.0,0.0
7497,4.0,0.0,0.0,0.0
7498,4.0,0.0,0.0,157.0
7499,4.0,0.0,0.0,0.0
7500,6.0,0.0,0.0,0.0
7501,4.0,0.0,0.0,0.0
7502,4.0,0.0,0.0,0.0
7503,4.0,0.0,0.0,0.0
7504,10.0,0.0,0.0,8.0
7505,14.0,0.0,0.0,0.0
7506,4.0,5.0,0.0,1.0
7507,3.0,0.0,0.0,0.0
7508,3.0,7.0,0.0,2.0
7509,3.0,0.0,0.0,0.0
7510,3.0,0.0,0.0,0.0
7511,3.0,0.0,0.0,0.0
7512,8.0,0.0,0.0,0.0
7513,6.0,3.0,1.0,0.0
7514,3.0,0.0,1.0,0.0
7515,3.0,0.0,0.0,0.0
7516,3.0,0.0,0.0,0.0
7517,3.0,0.0,0.0,0.0
7518,3.0,2.0,0.0,0.0
7519,3.0,2.0,2.11,2.0
7520,3.0,0.0,0.0,0.0
7521,3.0,0.0,0.0,1.0
7522,3.0,0.0,0.0,0.0
7523,3.0,0.0,3.0,3.0
7524,9.0,3.0,8.219999999999999,0.0
7525,90.3,0.0,0.0,0.0
7526,3.0,1.0,0.0,0.0
7527,3.0,0.0,0.0,0.0
7528,3.0,0.0,0.0,0.0
7529,3.0,0.0,0.0,0.0
7530,3.0,0.0,0.0,0.0
7531,3.0,0.0,0.0,0.0
7532,3.0,0.0,0.0,0.0
7533,3.0,0.0,0.0,0.0
7534,8.0,0.0,0.0,0.0
7535,3.0,0.0,0.0,0.0
7536,3.0,0.0,0.0,0.0
7537,3.0,0.0,0.0,0.0
7538,3.0,0.0,0.0,6.0
7539,13.0,0.0,21.1,30.0
7540,3.0,11.6,8.44,27.0
7541,3.0,2.0,2.11,2.0
7542,4.0,0.0,0.0,0.0
7543,3.0,0.0,0.0,0.0
7544,3.0,3.0,2.11,3.0
7545,3.0,0.0,0.0,0.0
7546,24.0,0.0,2.11,8.0
7547,3.0,0.0,0.0,0.0
7548,3.0,0.0,0.0,0.0
7549,3.0,0.0,0.0,0.0
7550,3.0,0.0,0.0,0.0
7551,4.0,0.0,0.0,0.0
7552,16.0,0.0,0.0,0.0
7553,3.0,0.0,0.0,0.0
7554,3.0,0.0,0.0,0.0
7555,3.0,0.0,0.0,0.0
7556,3.0,0.0,2.11,1.0
7557,3.0,0.0,0.0,0.0
7558,3.0,0.0,0.0,2.0
7559,3.0,0.0,0.0,0.0
7560,23.0,0.0,0.0,0.0
7561,3.0,0.0,0.0,0.0
7562,70.0,0.0,0.0,0.0
7563,3.0,0.0,0.0,0.0
7564,3.0,0.0,0.0,65.4
7565,3.0,0.0,0.0,0.0
7566,3.0,0.0,0.0,0.0
7567,44.3,0.0,0.0,0.0
7568,3.0,4.0,2.11,159.0
7569,3.0,0.0,379.8,0.0
7570,3.0,0.0,0.0,0.0
7571,3.0,0.0,0.0,0.0
7572,3.0,3.0,0.0,3.0
7573,13.0,0.0,0.0,1.0
7574,3.0,0.0,0.0,0.0
7575,117.6,3.0,2.11,192.7
7576,3.0,0.0,0.0,0.0
7577,3.0,0.0,0.0,0.0
7578,3.0,0.0,0.0,0.0
7579,3.0,0.0,0.0,0.0
7580,3.0,0.0,0.0,4.0
7581,69.0,0.0,0.0,32.0
7582,3.0,0.0,0.0,0.0
7583,3.0,0.0,0.0,0.0
7584,4.0,0.0,0.0,0.0
7585,3.0,0.0,0.0,0.0
7586,3.0,0.0,0.0,3.0
7587,3.0,0.0,0.0,6.0
7588,3.0,0.0,0.0,0.0
7589,3.0,0.0,0.0,5.0
7590,3.0,0.0,0.0,0.0
7591,26.0,0.0,0.0,0.0
7592,3.0,0.0,0.0,0.0
7593,3.0,0.0,0.0,0.0
7594,3.0,0.0,0.0,0.0
7595,3.0,0.0,0.0,0.0
7596,3.0,0.0,4.22,0.0
7597,3.0,0.0,0.0,0.0
7598,3.0,0.0,0.0,0.0
7599,3.0,2.0,0.0,0.0
7600,13.0,0.0,0.0,38.0
7601,3.0,0.0,0.0,0.0
7602,3.0,0.0,0.0,0.0
7603,3.0,3.0,2.11,3.0
7604,3.0,3.0,4.22,3.0
7605,3.0,0.0,2.11,3.0
7606,3.0,0.0,0.0,0.0
7607,13.0,0.0,0.0,0.0
7608,3.0,0.0,0.0,0.0
7609,9.0,0.0,0.0,0.0
7610,6.0,1.0,2.11,1.0
7611,3.0,1.0,0.0,1.0
7612,3.0,5.0,6.33,0.0
7613,3.0,0.0,0.0,0.0
7614,3.0,0.0,0.0,0.0
7615,3.0,0.0,0.0,0.0
7616,3.0,0.0,0.0,0.0
7617,13.0,3.0,0.0,0.0
7618,5.0,0.0,0.0,0.0
7619,3.0,0.0,0.0,0.0
7620,2.0,0.0,0.0,0.0
7621,24.3,0.0,0.0,3.0
7622,2.0,1.0,0.0,0.0
7623,2.0,0.0,0.0,0.0
7624,2.0,2.0,0.0,2.0
7625,2.0,0.0,0.0,0.0
7626,3.0,1.0,0.0,0.0
7627,2.0,0.0,0.0,0.0
7628,4.0,0.0,0.0,1.0
7629,2.0,0.0,2.0,0.0
7630,2.0,0.0,0.0,0.0
7631,2.0,0.0,0.0,0.0
7632,2.0,0.0,0.0,0.0
7633,2.0,0.0,0.0,0.0
7634,2.0,0.0,0.0,0.0
7635,2.0,0.0,0.0,0.0
7636,2.0,0.0,2.0,2.0
7637,3.0,0.0,0.0,0.0
7638,2.0,0.0,2.11,157.0
7639,2.0,0.0,0.0,0.0
7640,15.0,0.0,0.0,0.0
7641,2.0,0.0,0.0,0.0
7642,3.0,1.0,2.11,1.0
7643,2.0,0.0,0.0,0.0
7644,2.0,0.0,0.0,0.0
7645,22.0,0.0,0.0,0.0
7646,2.0,5.0,2.11,5.0
