,Jisoo,Jennie,Rose,Lisa
157,104.0,11.0,10.55,6.0
158,117.0,0.0,0.0,0.0
159,40.0,0.0,0.0,0.0
160,40.0,0.0,0.0,0.0
161,40.0,0.0,0.0,0.0
162,40.0,0.0,0.0,0.0
163,40.0,0.0,0.0,0.0
164,70.0,0.0,0.0,0.0
165,448.3,254.0,0.0,10.0
166,40.0,0.0,0.0,0.0
167,178.0,0.0,0.0,0.0
168,40.0,0.0,0.0,0.0
169,40.0,50.0,0.0,0.0
170,68.0,10.0,0.0,0.0
171,65.0,0.0,0.0,0.0
172,40.0,0.0,0.0,0.0
173,1563.6,0.0,0.0,0.0
174,106.0,0.0,0.0,0.0
175,82.6,20.0,0.0,1.0
176,92.0,0.0,0.0,0.0
177,40.0,0.0,0.0,0.0
178,778.6,0.0,0.0,0.0
179,48.0,0.0,0.0,0.0
180,3416.2,0.0,0.0,0.0
181,37.0,0.0,0.0,0.0
182,50.0,0.0,0.0,0.0
183,115.0,0.0,0.0,0.0
184,138.0,0.0,0.0,0.0
185,198.6,0.0,0.0,0.0
186,537.1,0.0,0.0,0.0
187,31.0,0.0,0.0,0.0
188,117.0,0.0,0.0,0.0
189,83.6,0.0,0.0,0.0
190,304.0,0.0,0.0,0.0
191,113.9,0.0,0.0,0.0
192,106.0,0.0,0.0,0.0
193,30.0,0.0,0.0,0.0
194,30.0,0.0,0.0,0.0
195,30.0,116.0,0.0,0.0
196,30.0,0.0,0.0,0.0
197,30.0,0.0,0.0,0.0
198,30.0,0.0,0.0,0.0
199,30.0,0.0,0.0,0.0
200,33.0,0.0,0.0,0.0
201,30.0,0.0,0.0,0.0
202,30.0,0.0,0.0,0.0
203,30.0,11.6,0.0,0.0
204,146.0,0.0,0.0,0.0
205,30.0,23.2,0.0,52.0
206,864.8,0.0,0.0,0.0
207,30.0,0.0,0.0,0.0
208,275.0,0.0,0.0,0.0
209,30.0,0.0,0.0,0.0
210,133.0,0.0,0.0,0.0
211,30.0,0.0,0.0,0.0
212,30.0,0.0,0.0,0.0
213,30.0,0.0,0.0,0.0
214,31.0,0.0,0.0,5.0
215,335.3,0.0,0.0,0.0
216,929.0,0.0,0.0,0.0
217,168.0,0.0,0.0,0.0
218,30.0,0.0,0.0,0.0
219,51.0,0.0,0.0,1.0
220,137.6,0.0,0.0,0.0
221,46.0,0.0,0.0,0.0
222,30.0,0.0,0.0,0.0
223,30.0,0.0,0.0,0.0
224,90.0,0.0,0.0,0.0
225,35.0,0.0,0.0,0.0
226,2772.0,0.0,0.0,0.0
227,50.0,0.0,0.0,0.0
228,250.6,0.0,0.0,0.0
229,59.0,0.0,0.0,0.0
230,60.0,0.0,0.0,0.0
231,27.0,0.0,0.0,0.0
232,399.6,1.0,0.0,2.0
233,136.0,0.0,0.0,0.0
234,45.0,0.0,0.0,0.0
235,183.0,0.0,0.0,0.0
236,91.0,0.0,0.0,0.0
237,241.3,0.0,0.0,0.0
238,25.0,0.0,0.0,0.0
239,138.9,0.0,0.0,0.0
240,105.0,0.0,0.0,0.0
241,87.3,0.0,0.0,0.0
242,253.1,0.0,0.0,0.0
243,1243.2,636.0,211.0,327.0
244,32.0,0.0,0.0,0.0
245,1335.5,0.0,0.0,0.0
246,38.0,0.0,0.0,0.0
247,22.0,4.0,6.33,161.0
248,72.0,0.0,0.0,0.0
249,27.0,0.0,0.0,0.0
250,200.0,0.0,0.0,0.0
251,10997.1,0.0,0.0,0.0
252,55.0,0.0,0.0,0.0
253,87.0,0.0,0.0,0.0
254,114.0,50.0,0.0,15.0
255,218.2,0.0,0.0,0.0
256,20.0,0.0,0.0,0.0
257,20.0,0.0,0.0,0.0
258,20.0,0.0,0.0,0.0
259,20.0,0.0,0.0,0.0
260,20.0,0.0,0.0,0.0
261,24.0,0.0,0.0,0.0
262,20.0,0.0,0.0,0.0
263,20.0,0.0,0.0,0.0
264,20.0,0.0,0.0,0.0
265,20.0,0.0,0.0,0.0
266,20.0,0.0,0.0,0.0
267,20.0,0.0,0.0,0.0
268,20.0,11.6,0.0,0.0
269,20.0,0.0,0.0,0.0
270,103.9,0.0,0.0,0.0
271,20.0,0.0,0.0,0.0
272,20.0,0.0,0.0,0.0
273,20.0,50.0,0.0,0.0
274,20.0,0.0,0.0,0.0
275,33.0,0.0,0.0,0.0
276,363.6,0.0,0.0,0.0
277,20.0,0.0,0.0,0.0
278,35.0,0.0,0.0,0.0
279,30.0,0.0,0.0,0.0
280,20.0,0.0,0.0,0.0
281,316.8,0.0,0.0,0.0
282,20.0,246.0,0.0,35.0
283,183.0,0.0,0.0,0.0
284,106.0,0.0,0.0,0.0
285,20.0,0.0,0.0,57.0
286,20.0,16.0,0.0,34.0
287,20.0,0.0,0.0,0.0
288,253.2,0.0,0.0,0.0
289,57.0,0.0,0.0,0.0
290,20.0,0.0,0.0,0.0
291,20.0,20.0,0.0,0.0
292,82.6,52.0,0.0,359.7
293,20.0,0.0,0.0,0.0
294,20.0,0.0,0.0,0.0
295,20.0,0.0,0.0,0.0
296,23.0,0.0,0.0,0.0
297,20.0,0.0,0.0,0.0
298,61.3,0.0,0.0,0.0
299,231.2,0.0,0.0,0.0
300,40.0,0.0,0.0,0.0
301,87.0,0.0,0.0,0.0
302,39.0,0.0,0.0,0.0
303,44.0,0.0,0.0,169.0
304,20.0,0.0,0.0,0.0
305,26.0,1.0,0.0,1.0
306,20.0,0.0,0.0,157.0
307,21.0,0.0,0.0,0.0
308,20.0,0.0,0.0,27.0
309,86.0,0.0,0.0,0.0
310,134.0,0.0,0.0,0.0
311,607.3,0.0,0.0,0.0
312,20.0,0.0,0.0,0.0
313,20.0,0.0,0.0,40.0
314,23.0,0.0,0.0,0.0
315,20.0,0.0,0.0,0.0
316,20.0,0.0,0.0,0.0
317,20.0,0.0,0.0,0.0
318,108.3,0.0,0.0,0.0
319,157.3,0.0,0.0,0.0
320,40.0,0.0,0.0,0.0
321,20.0,0.0,0.0,0.0
322,20.0,20.0,0.0,0.0
323,82.6,0.0,0.0,0.0
324,21.0,0.0,0.0,0.0
325,20.0,0.0,0.0,0.0
326,20.0,0.0,0.0,0.0
327,20.0,0.0,0.0,0.0
328,20.0,0.0,0.0,0.0
329,20.0,0.0,0.0,0.0
330,20.0,0.0,0.0,0.0
331,86.0,0.0,0.0,0.0
332,29.0,0.0,0.0,11.0
333,48.0,0.0,0.0,0.0
334,41.0,0.0,0.0,0.0
335,18.0,0.0,0.0,0.0
336,25.0,0.0,0.0,0.0
337,17.0,0.0,0.0,0.0
338,53.0,0.0,0.0,0.0
339,37.0,0.0,0.0,0.0
340,175.0,0.0,0.0,0.0
341,798.2,0.0,0.0,0.0
342,26.0,0.0,0.0,0.0
343,102.3,0.0,0.0,0.0
344,119.0,0.0,0.0,0.0
345,15.0,0.0,0.0,0.0
346,116.0,20.0,0.0,15.0
347,15.0,0.0,0.0,0.0
348,15.0,0.0,0.0,30.0
349,70.0,0.0,0.0,0.0
350,32.0,0.0,0.0,0.0
351,46.0,0.0,0.0,0.0
352,45.0,0.0,0.0,0.0
353,15.0,0.0,0.0,0.0
354,15.0,0.0,0.0,0.0
355,15.0,0.0,0.0,0.0
356,30.0,0.0,0.0,0.0
357,15.0,0.0,0.0,0.0
358,51.3,0.0,0.0,0.0
359,15.0,0.0,0.0,0.0
360,59.0,0.0,0.0,0.0
361,43.0,7.0,0.0,0.0
362,15.0,0.0,0.0,0.0
363,18.0,0.0,0.0,0.0
364,14.0,0.0,0.0,0.0
365,61.6,0.0,0.0,0.0
366,55.3,0.0,0.0,0.0
367,13.0,0.0,0.0,0.0
368,13.0,0.0,0.0,0.0
369,29.0,0.0,0.0,0.0
370,964.2,0.0,0.0,0.0
371,35.0,0.0,0.0,0.0
372,79.0,116.0,0.0,0.0
373,13.0,0.0,1.0,0.0
374,13.0,0.0,0.0,0.0
375,13.0,0.0,0.0,0.0
376,33.0,0.0,0.0,0.0
377,13.0,4.8,0.0,5.0
378,21.0,0.0,0.0,32.0
379,13.0,0.0,0.0,0.0
380,18.0,0.0,0.0,0.0
381,13.0,0.0,0.0,0.0
382,13.0,0.0,0.0,0.0
383,59.0,0.0,0.0,0.0
384,68.6,0.0,0.0,0.0
385,13.0,0.0,0.0,0.0
386,39.0,0.0,0.0,0.0
387,16.0,1.0,0.0,5.0
388,119.0,0.0,0.0,0.0
389,35.0,0.0,0.0,0.0
390,23.0,0.0,0.0,0.0
391,16.0,0.0,0.0,0.0
392,13.0,0.0,0.0,0.0
393,33.0,20.0,0.0,0.0
394,12.0,0.0,0.0,0.0
395,12.0,0.0,0.0,0.0
396,12.0,0.0,0.0,0.0
397,12.0,4.8,0.0,2.0
398,161.0,0.0,0.0,0.0
399,12.0,0.0,0.0,0.0
400,49.0,0.0,0.0,0.0
401,12.0,0.0,0.0,0.0
402,199.6,0.0,0.0,0.0
403,98.6,0.0,0.0,0.0
404,129.9,0.0,0.0,0.0
405,112.3,0.0,0.0,0.0
406,35.0,0.0,0.0,0.0
407,50.0,2.0,0.0,0.0
408,13.0,0.0,0.0,0.0
409,77.0,0.0,0.0,0.0
410,11.0,0.0,0.0,0.0
411,77.0,0.0,0.0,0.0
412,28.0,0.0,0.0,0.0
413,11.0,0.0,0.0,0.0
414,11.0,0.0,0.0,0.0
415,11.0,1.6,0.0,70.0
416,248.3,0.0,0.0,0.0
417,158.0,0.0,0.0,0.0
418,11.0,0.0,0.0,0.0
419,30.0,0.0,0.0,0.0
420,11.0,0.0,0.0,0.0
421,11.0,0.0,0.0,0.0
422,78.0,0.0,0.0,0.0
423,11.0,0.0,0.0,0.0
424,12.0,0.0,0.0,0.0
425,11.0,0.0,0.0,0.0
426,116.0,0.0,0.0,0.0
427,18.0,0.0,0.0,0.0
428,13.0,0.0,0.0,0.0
429,12.0,1.0,0.0,1.0
430,88.3,0.0,0.0,0.0
431,11.0,0.0,0.0,0.0
432,21.0,0.0,0.0,0.0
433,26.0,1.0,0.0,0.0
434,11.0,0.0,0.0,0.0
435,89.9,0.0,0.0,0.0
436,11.0,0.0,0.0,0.0
437,245.0,0.0,0.0,0.0
438,10.0,22.4,0.0,0.0
439,76.0,0.0,0.0,0.0
440,90.0,0.0,0.0,0.0
441,10.0,0.0,0.0,0.0
442,76.0,0.0,0.0,0.0
443,10.0,0.0,0.0,0.0
444,10.0,0.0,0.0,0.0
445,52.6,0.0,0.0,0.0
446,118.6,0.0,0.0,0.0
447,10.0,0.0,0.0,0.0
448,113.0,0.0,0.0,0.0
449,10.0,0.0,0.0,0.0
450,10.0,0.0,0.0,0.0
451,10.0,0.0,0.0,0.0
452,10.0,0.0,0.0,0.0
453,97.3,0.0,0.0,0.0
454,44.0,0.0,0.0,0.0
455,10.0,0.0,0.0,0.0
456,10.0,0.0,0.0,0.0
457,10.0,0.0,0.0,0.0
458,96.0,0.0,0.0,0.0
459,10.0,0.0,0.0,0.0
460,12.0,0.0,0.0,0.0
461,227.0,0.0,0.0,0.0
462,10.0,0.0,0.0,0.0
463,31.3,0.0,0.0,0.0
464,10.0,0.0,0.0,0.0
465,10.0,0.0,0.0,0.0
466,10.0,0.0,0.0,0.0
467,10.0,0.0,0.0,0.0
468,10.0,0.0,0.0,0.0
469,10.0,0.0,0.0,0.0
470,10.0,0.0,0.0,0.0
471,589.1,0.0,0.0,0.0
472,10.0,0.0,0.0,0.0
473,10.0,0.0,0.0,0.0
474,10.0,0.0,0.0,0.0
475,15.0,0.0,0.0,0.0
476,101.0,0.0,0.0,0.0
477,97.3,0.0,0.0,0.0
478,10.0,8.0,0.0,0.0
479,76.0,0.0,0.0,0.0
480,76.0,0.0,0.0,0.0
481,10.0,0.0,0.0,0.0
482,10.0,0.0,0.0,0.0
483,10.0,0.0,0.0,0.0
484,10.0,0.0,0.0,0.0
485,10.0,0.0,0.0,0.0
486,10.0,0.0,0.0,0.0
487,10.0,0.0,0.0,0.0
488,10.0,0.0,0.0,0.0
489,10.0,0.0,0.0,0.0
490,81.0,0.0,0.0,0.0
491,72.6,0.0,0.0,32.7
492,10.0,0.0,0.0,0.0
493,10.0,0.0,0.0,0.0
494,852.0,0.0,0.0,0.0
495,10.0,0.0,0.0,0.0
496,218.3,0.0,0.0,0.0
497,10.0,0.0,0.0,0.0
498,10.0,0.0,0.0,0.0
499,11.0,0.0,0.0,0.0
500,10.0,0.0,0.0,0.0
501,10.0,0.0,0.0,0.0
502,10.0,0.0,0.0,0.0
503,10.0,0.0,0.0,0.0
504,10.0,0.0,0.0,0.0
505,10.0,0.0,0.0,0.0
506,10.0,0.0,0.0,0.0
507,10.0,0.0,0.0,0.0
508,20.0,0.0,0.0,0.0
509,211.6,7.0,0.0,0.0
510,10.0,0.0,0.0,0.0
511,10.0,0.0,0.0,0.0
512,10.0,0.0,0.0,0.0
513,10.0,0.0,0.0,0.0
514,11.0,0.0,0.0,0.0
515,10.0,0.0,0.0,0.0
516,10.0,0.0,0.0,0.0
517,41.3,0.0,0.0,0.0
518,10.0,0.0,0.0,0.0
519,10.0,0.0,0.0,0.0
520,10.0,0.0,0.0,0.0
521,20.0,0.0,0.0,0.0
522,10.0,0.0,0.0,0.0
523,10.0,0.0,0.0,0.0
524,10.0,0.0,0.0,0.0
525,10.0,0.0,0.0,0.0
526,10.0,0.0,0.0,0.0
527,10.0,0.0,0.0,0.0
528,10.0,0.0,0.0,0.0
529,11.0,0.0,0.0,0.0
530,20.0,0.0,0.0,30.0
531,16.0,0.0,0.0,0.0
532,76.0,0.0,0.0,52.0
533,13.0,0.0,0.0,0.0
534,10.0,0.0,0.0,0.0
535,22.0,0.0,0.0,0.0
536,13.0,0.0,0.0,0.0
537,10.0,0.0,0.0,0.0
538,10.0,0.0,0.0,0.0
539,76.0,0.0,0.0,157.0
540,10.0,0.0,0.0,0.0
541,10.0,0.0,0.0,0.0
542,11.0,11.6,0.0,0.0
543,10.0,0.0,0.0,0.0
544,10.0,0.0,0.0,189.0
545,10.0,0.0,0.0,0.0
546,10.0,0.0,0.0,0.0
547,10.0,0.0,0.0,0.0
548,10.0,0.0,0.0,0.0
549,30.0,0.0,0.0,0.0
550,20.0,0.0,0.0,0.0
551,10.0,23.2,0.0,0.0
552,10.0,11.6,0.0,0.0
553,10.0,0.0,0.0,0.0
554,49.3,0.0,0.0,0.0
555,10.0,0.0,0.0,0.0
556,1532.1,0.0,0.0,0.0
557,96.0,0.0,0.0,0.0
558,69.0,2.0,0.0,0.0
559,11.0,0.0,0.0,1.0
560,10.0,98.0,0.0,0.0
561,10.0,0.0,0.0,0.0
562,51.3,26.0,0.0,0.0
563,96.0,0.0,0.0,0.0
564,100.0,0.0,0.0,0.0
565,10.0,0.0,0.0,0.0
566,81.0,0.0,20.0,5.0
567,10.0,0.0,0.0,0.0
568,205.0,0.0,0.0,0.0
569,41.3,0.0,0.0,0.0
570,37.0,5.0,0.0,0.0
571,205.9,0.0,0.0,0.0
572,15.0,0.0,2.11,5.0
573,10.0,0.0,0.0,10.0
574,144.9,0.0,0.0,194.0
575,130.3,0.0,0.0,0.0
576,15.0,0.0,0.0,0.0
577,15.0,0.0,0.0,0.0
578,10.0,0.0,0.0,0.0
579,274.0,116.0,42.2,333.0
580,163.3,0.0,0.0,0.0
581,10.0,0.0,0.0,0.0
582,10.0,0.0,0.0,0.0
583,10.0,0.0,0.0,0.0
584,41.3,0.0,0.0,0.0
585,283.3,0.0,0.0,0.0
586,10.0,0.0,0.0,0.0
587,91.3,0.0,0.0,0.0
588,13.0,0.0,0.0,0.0
589,10.0,0.0,0.0,0.0
590,25.0,168.0,0.0,0.0
591,725.0,0.0,0.0,0.0
592,16.0,0.0,0.0,0.0
593,10.0,11.6,0.0,27.0
594,15.0,23.2,0.0,10.0
595,10.0,11.6,0.0,0.0
596,161.6,0.0,0.0,219.0
597,10.0,0.0,0.0,0.0
598,10.0,0.0,0.0,0.0
599,10.0,0.0,0.0,0.0
600,10.0,0.0,0.0,0.0
601,23.0,0.0,0.0,0.0
602,153.0,0.0,0.0,207.0
603,128.6,0.0,0.0,0.0
604,21.0,0.0,0.0,0.0
605,20.0,0.0,0.0,0.0
606,10.0,0.0,0.0,0.0
607,10.0,0.0,0.0,0.0
608,20.0,0.0,0.0,0.0
609,76.0,0.0,0.0,0.0
610,36.0,0.0,0.0,0.0
611,20.0,0.0,0.0,0.0
612,10.0,0.0,0.0,0.0
613,10.0,0.0,0.0,0.0
614,10.0,0.0,0.0,0.0
615,10.0,0.0,0.0,2.0
616,10.0,0.0,0.0,0.0
617,10.0,0.0,0.0,0.0
618,11.0,0.0,0.0,5.0
619,96.0,0.0,0.0,0.0
620,142.0,266.8,0.0,1.0
621,60.0,0.0,0.0,0.0
622,10.0,0.0,0.0,0.0
623,15.0,0.0,0.0,0.0
624,82.0,0.0,0.0,0.0
625,10.0,0.0,0.0,0.0
626,10.0,0.0,0.0,0.0
627,10.0,0.0,0.0,0.0
628,117.3,0.0,0.0,0.0
629,10.0,0.0,0.0,0.0
630,40.0,0.0,0.0,0.0
631,15.0,0.0,0.0,3.0
632,10.0,0.0,0.0,0.0
633,10.0,3.0,0.0,0.0
634,10.0,0.0,0.0,0.0
635,10.0,0.0,0.0,0.0
636,10.0,0.0,0.0,0.0
637,10.0,0.0,0.0,0.0
638,60.0,0.0,0.0,0.0
639,51.3,0.0,0.0,0.0
640,11.0,0.0,0.0,0.0
641,10.0,0.0,0.0,0.0
642,10.0,0.0,0.0,0.0
643,10.0,11.6,0.0,10.0
644,10.0,0.0,0.0,0.0
645,10.0,0.0,0.0,0.0
646,10.0,0.0,0.0,0.0
647,338.6,0.0,0.0,0.0
648,10.0,0.0,0.0,0.0
649,70.0,0.0,0.0,0.0
650,10.0,0.0,0.0,0.0
651,10.0,0.0,0.0,0.0
652,10.0,0.0,0.0,0.0
653,10.0,0.0,0.0,0.0
654,10.0,0.0,0.0,0.0
655,10.0,0.0,0.0,0.0
656,30.0,0.0,0.0,0.0
657,10.0,0.0,0.0,0.0
658,10.0,0.0,0.0,0.0
659,10.0,0.0,0.0,0.0
660,10.0,0.0,0.0,0.0
661,15.0,0.0,0.0,0.0
662,10.0,0.0,0.0,0.0
663,10.0,0.0,0.0,0.0
664,77.0,0.0,0.0,0.0
665,17.0,0.0,0.0,0.0
666,113.0,0.0,0.0,0.0
667,10.0,0.0,0.0,5.0
668,20.0,0.0,0.0,0.0
669,10.0,0.0,0.0,0.0
670,15.0,0.0,0.0,0.0
671,10.0,0.0,0.0,0.0
672,20.0,0.0,0.0,0.0
673,14.0,0.0,0.0,0.0
674,10.0,0.0,0.0,10.0
675,12.0,0.0,0.0,0.0
676,10.0,0.0,0.0,0.0
677,11.0,13.0,2.11,13.0
678,10.0,11.6,0.0,0.0
679,10.0,0.0,0.0,0.0
680,20.0,0.0,0.0,0.0
681,10.0,0.0,0.0,0.0
682,10.0,0.0,0.0,0.0
683,11.0,50.0,0.0,0.0
684,35.0,0.0,0.0,0.0
685,10.0,0.0,0.0,0.0
686,16.0,0.0,0.0,0.0
687,187.3,0.0,0.0,0.0
688,10.0,0.0,0.0,0.0
689,10.0,0.0,0.0,0.0
690,82.0,0.0,0.0,0.0
691,10.0,0.0,0.0,0.0
692,10.0,0.0,0.0,0.0
693,10.0,0.0,0.0,0.0
694,179.0,0.0,0.0,0.0
695,10.0,0.0,0.0,0.0
696,166.6,0.0,0.0,0.0
697,30.0,0.0,0.0,0.0
698,148.0,0.0,0.0,0.0
699,20.0,0.0,0.0,0.0
700,53.0,0.0,0.0,0.0
701,67.0,0.0,0.0,0.0
702,21.0,0.0,0.0,0.0
703,13.0,5.0,0.0,1.0
704,287.3,0.0,0.0,0.0
705,10.0,0.0,0.0,0.0
706,10.0,0.0,0.0,0.0
707,11.0,0.0,0.0,0.0
708,30.0,1.0,0.0,0.0
709,10.0,0.0,0.0,0.0
710,10.0,0.0,0.0,1.0
711,10.0,0.0,0.0,0.0
712,121.3,0.0,0.0,0.0
713,76.0,0.0,0.0,167.0
714,20.0,0.0,0.0,0.0
715,23.0,0.0,0.0,157.0
716,20.0,0.0,0.0,0.0
717,277.9,0.0,0.0,0.0
718,13.0,0.0,0.0,0.0
719,36.0,1.0,0.0,0.0
720,10.0,0.0,0.0,0.0
721,40.0,0.0,0.0,0.0
722,25.0,0.0,0.0,0.0
723,11.0,0.0,0.0,0.0
724,25.0,0.0,0.0,0.0
725,10.0,0.0,0.0,0.0
726,10.0,0.0,0.0,0.0
727,10.0,1.0,0.0,1.0
728,12.0,0.0,0.0,0.0
729,10.0,0.0,0.0,0.0
730,15.0,0.0,0.0,0.0
731,10.0,0.0,0.0,0.0
732,10.0,0.0,0.0,0.0
733,15.0,0.0,0.0,0.0
734,10.0,0.0,0.0,158.0
735,10.0,0.0,0.0,0.0
736,10.0,0.0,0.0,0.0
737,10.0,0.0,0.0,0.0
738,10.0,0.0,0.0,0.0
739,73.9,0.0,0.0,0.0
740,15.0,0.0,0.0,0.0
741,10.0,0.0,0.0,0.0
742,10.0,0.0,0.0,0.0
743,10.0,0.0,0.0,0.0
744,56.3,0.0,0.0,42.7
745,15.0,0.0,0.0,0.0
746,10.0,0.0,0.0,0.0
747,55.0,0.0,0.0,0.0
748,20.0,0.0,0.0,0.0
749,10.0,0.0,0.0,0.0
750,1229.3,0.0,0.0,0.0
751,185.3,0.0,0.0,0.0
752,131.0,1.0,0.0,0.0
753,10.0,0.0,0.0,0.0
754,23.0,0.0,0.0,0.0
755,10.0,0.0,0.0,0.0
756,10.0,10.0,10.55,167.0
757,703.6,0.0,0.0,0.0
758,86.0,0.0,0.0,0.0
759,10.0,0.0,0.0,0.0
760,35.0,0.0,0.0,0.0
761,103.6,1.0,0.0,0.0
762,62.0,0.0,0.0,0.0
763,10.0,0.0,0.0,0.0
764,76.0,0.0,0.0,0.0
765,10.0,0.0,0.0,0.0
766,96.0,0.0,0.0,0.0
767,35.0,0.0,0.0,0.0
768,30.0,0.0,0.0,0.0
769,41.0,0.0,0.0,0.0
770,11.0,0.0,0.0,0.0
